title	href	last_work_plase	count
Выездной инженер по тестированию и сертификации СКС, ВОЛС	/resume/6f68bc340002e4ef1e0039ed1f514c56614377?hhtmFrom=resume_search_result	"ООО ""Пиран-ИТ"""	2.0
Project Manager	/resume/107a042d0007f1e2990039ed1f67776d467154?hhtmFrom=resume_search_result	British American Tobacco	1.0
Frontend-разработчик	/resume/0a762ed90007386f390039ed1f774b74366d6d?hhtmFrom=resume_search_result	Фьюче	1.0
Менеджер интернет-магазина	/resume/b50b43900007a0c6330039ed1f554950455243?hhtmFrom=resume_search_result	"ООО ""МЕДИЦИНСКО-ПРАВОВАЯ КОМПАНИЯ"""	1.0
Аккаунт-менеджер/Менеджер по работе с клиентами	/resume/7416660f0007a96f8b0039ed1f6a3546374252?hhtmFrom=resume_search_result	"""Типография"""	1.0
Руководитель отдела разработки	/resume/4435a0a800004105380039ed1f736563726574?hhtmFrom=resume_search_result	"АО ""Меридиан"""	1.0
Тестировщик игр	/resume/3db81329000802ae620039ed1f7a304c715134?hhtmFrom=resume_search_result	Blizzard Entertainment	1.0
Системный администратор	/resume/3a0d5ef900036d23ae0039ed1f71657a455234?hhtmFrom=resume_search_result	Порше Руссланд, ООО	1.0
Ведущий специалист по сопровождению информационных систем	/resume/8b26672c0005977d140039ed1f43424c4e736f?hhtmFrom=resume_search_result	Почта Банк	2.0
Менеджер продукта	/resume/c7f95bb90007ecc2df0039ed1f63354c39454f?hhtmFrom=resume_search_result	Мобильные ТелеСистемы (МТС)	25.0
Инженер технической поддержки	/resume/0e5cbe020004def7720039ed1f626e62633353?hhtmFrom=resume_search_result	Одновременно несколько организаций	1.0
Категорийный менеджер по закупкам	/resume/74d4c8d900008e0e6b0039ed1f736563726574?hhtmFrom=resume_search_result	Сбербанк	46.0
Программист	/resume/ee3e14290007ee0d2f0039ed1f44535a65417a?hhtmFrom=resume_search_result	"ООО ""Таврида СВК"""	1.0
IT-специалист	/resume/4168fb220000357e380039ed1f736563726574?hhtmFrom=resume_search_result	Администрация Московского района города Чебоксары	1.0
Backend разработчик	/resume/343030cc0007dcafd90039ed1f64454c70544c?hhtmFrom=resume_search_result		
HTML верстальщик/Junior front-end developer/Младший фронт-разработчик	/resume/eb2027ed0005502fcb0039ed1f724c5230466a?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
UX/UI designer / Web designer	/resume/542820890007566aef0039ed1f795556647541?hhtmFrom=resume_search_result	Болеро Тур	1.0
Менеджер по управлению проектами	/resume/f10ef4040007f7d9c20039ed1f456d544d6d37?hhtmFrom=resume_search_result	"ООО ""СТРОЙГАЗМОНТАЖ"""	1.0
SEO-специалист	/resume/863eeb0f00036a25ff0039ed1f506c7457376b?hhtmFrom=resume_search_result	ООО «Микмосмонт»	1.0
Техническая поддержка	/resume/68bae3da0002b301e10039ed1f5234684e316b?hhtmFrom=resume_search_result	"ООО ""ИНТЕЛКОМ"""	1.0
Системный администратор/DevOps инженер	/resume/e51030fe0007d9a2060039ed1f6547556d4d76?hhtmFrom=resume_search_result	"ООО ""Двалин"""	1.0
Руководитель отдела ИТ	/resume/a7ffd9ee0003210a070039ed1f77785a69624e?hhtmFrom=resume_search_result	Медипал-ОНКО,ООО	1.0
Помощник аналитика	/resume/f90487f50006c7c70f0039ed1f75456f39656f?hhtmFrom=resume_search_result	Триада Софт	1.0
Руководитель направления по работе с партнёрами / Руководитель отдела TM 	/resume/6b386c780003a251b30039ed1f5348474b5032?hhtmFrom=resume_search_result	Be Lingva	1.0
Android-разработчик	/resume/1fe5c5c200075736510039ed1f524f314c7134?hhtmFrom=resume_search_result	MekenAvia (Авиакасса)	1.0
Бизнес-аналитик	/resume/4052f6e3000786f21f0039ed1f5049767a4930?hhtmFrom=resume_search_result	X5 RETAIL GROUP	14.0
Заместитель руководителя проекта	/resume/b6acc3100005c73b0a0039ed1f586d5966566b?hhtmFrom=resume_search_result	"ООО ""А2А"""	1.0
ведущий инженер-аналитик	/resume/c3124b070002785f000039ed1f62566b546a4c?hhtmFrom=resume_search_result	"ООО ГК ""РИМЕРА"""	1.0
Руководитель отдела продаж/ Коммерческий директор	/resume/e6d444800007b60bc50039ed1f346b6e513131?hhtmFrom=resume_search_result	Эр-Телеком (ИТ-компания, системный интегратор)	1.0
Менеджер IT проектов	/resume/4d50c2bb0007f60cc40039ed1f6530486e6b47?hhtmFrom=resume_search_result	ИП Черников Степан Кириллович	1.0
Руководитель проекта	/resume/8fd706260007cddbfa0039ed1f386546313158?hhtmFrom=resume_search_result	"ГК ""ЛАНИТ"""	1.0
Инженер банковского ПО, специалист отдела платежных систем, инженер продвижения	/resume/69fd1dba00049f53780039ed1f774779687a45?hhtmFrom=resume_search_result	Инженико Платежные Системы	2.0
Системный администратор	/resume/2163e0340004d254ec0039ed1f79376c6e3052?hhtmFrom=resume_search_result	НПК Эспадон	1.0
Junior Python разработчик	/resume/c4364f2d0007acf5df0039ed1f78456d51454c?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Front End Developer React 	/resume/6e4c6a6c0007ef5f6d0039ed1f4567396a4c33?hhtmFrom=resume_search_result	Укргаз	1.0
Менеджер по работе с клиентами	/resume/f9c923480004f4be320039ed1f4b6244497933?hhtmFrom=resume_search_result	NEWMEN	1.0
Frontend developer, Vue.js	/resume/80bdd2d900017b5b850039ed1f6857434b6c30?hhtmFrom=resume_search_result	Devstark	1.0
Дата-инженер	/resume/0793bca900058057af0039ed1f305450784879?hhtmFrom=resume_search_result	Российская академия народного хозяйства и государственной службы при Президенте РФ	1.0
Инженер связи	/resume/e13fca7400058a37170039ed1f793445534b38?hhtmFrom=resume_search_result	ООО Прайдекс Констракшн	1.0
2 D artist	/resume/2f9716c80002f60edc0039ed1f4e5849505468?hhtmFrom=resume_search_result	Whaleapp LTD	1.0
администратор банк-клиент	/resume/93bc3dc10000482e9b0039ed1f736563726574?hhtmFrom=resume_search_result	М Банк	1.0
Специалист по созданию и доработке сайтов (Москва) - удаленно	/resume/4481d61e0002f723cc0039ed1f34796f4d3733?hhtmFrom=resume_search_result	Создание сайтов - site100.pro	1.0
CTO / Technical Project Manager	/resume/f90a66a500057c4a240039ed1f754b30737a4a?hhtmFrom=resume_search_result	РТ Лабс, ОАО	3.0
Web-разработчик	/resume/c94b8967000454da4a0039ed1f6c4530473939?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Эксперт, Аналитик, Менеджер проектов	/resume/c26a7d170002e1f2ab0039ed1f566442765645?hhtmFrom=resume_search_result	МегаФон	9.0
Junior developer Python	/resume/64d7e5bf0007d36baa0039ed1f794736426447?hhtmFrom=resume_search_result	Министерство труда и социального развития Краснодарского края	1.0
Motion designer / CG artist	/resume/ed90ef330007f1c1d30039ed1f6e6e4441704a?hhtmFrom=resume_search_result	Фриланс	38.0
ИТ-специалист	/resume/f226bc9300024b2d600039ed1f6e664d4c4650?hhtmFrom=resume_search_result	Ип Здашник А. В.	1.0
Руководитель департамента информационных технологий	/resume/73d8b09900074630e10039ed1f635675666c50?hhtmFrom=resume_search_result	Управляющая компания (крупная федеральная управляющая компания с разветвленной филиальной сетью)	1.0
Руководитель проектов ИБ	/resume/b18d3308000292848f0039ed1f47314a365974?hhtmFrom=resume_search_result	"ООО ""Русь-Телеком"""	1.0
IT специалист, Системный инженер, Системный администратор	/resume/8f504af70003fc4bb60039ed1f74736d4b515a?hhtmFrom=resume_search_result	ШАРК ID ИНТЕГРАЦИЯ	1.0
Менеджер по управлению проектами/ Администратор проектов/ Менеджер проектов	/resume/24c110d300006c434e0039ed1f736563726574?hhtmFrom=resume_search_result	"АО КБ ""Ситибанк"""	1.0
Директор по продукту	/resume/261239030003ba58680039ed1f4356374e6778?hhtmFrom=resume_search_result	RENAULT	3.0
Стажер / Junior IOS developer	/resume/e0c33c3500079469610039ed1f77614f644252?hhtmFrom=resume_search_result	"ЗАО «НКК «СЕНК"""	1.0
Сетевой инженер	/resume/07a5accc0005eb44950039ed1f41476c7a7230?hhtmFrom=resume_search_result	Ростелеком	27.0
Оператор БПЛА, Инженер, Консультант	/resume/57062c7400037ac9940039ed1f796f37674148?hhtmFrom=resume_search_result	"""SkyFree"" [разработка БПЛА, конструирование, сборка, пилотирование, фото- видео- съемка с использованием БПЛА]"	1.0
Руководитель проектов, ведущий инженер	/resume/39fa6c16000148c2310039ed1f523032764f6e?hhtmFrom=resume_search_result	Правительство Москвы	6.0
Junior product manager	/resume/c8016da30007de902d0039ed1f596d336e7445?hhtmFrom=resume_search_result	101XP	1.0
Game Designer / Producer (GameDev)	/resume/b96f4a3e0001a8f83a0039ed1f47415657766b?hhtmFrom=resume_search_result	AlternativaPlatform	1.0
Контент-менеджер	/resume/c786c8940002af630a0039ed1f4f7566345551?hhtmFrom=resume_search_result	VZV	1.0
Системный Администратор / Ведущий Инженер IT / IT-спец	/resume/a58df6f7000132312a0039ed1f323631514953?hhtmFrom=resume_search_result	"""М-Строй"""	1.0
Менеджер по сопровождению клиентов	/resume/420b4df000002cb1550039ed1f736563726574?hhtmFrom=resume_search_result	БАНК ИНТЕЗА, ЗАО	1.0
Системный администратор	/resume/61ecaa0d0000272e650039ed1f736563726574?hhtmFrom=resume_search_result	ГАУЗ МО Клинический Центр Восстановительной Медицины и Реабилитации	1.0
Гейм-дизайнер	/resume/072c656f00062d49a10039ed1f454766485850?hhtmFrom=resume_search_result	Офис маркет (снабторг)	1.0
Начальник отдела (Sales, Accounting)	/resume/54d54df600013b53310039ed1f66676d386954?hhtmFrom=resume_search_result	"ООО ""Буддотель"""	1.0
QA Engineer	/resume/638202660003a1f51b0039ed1f72613949706f?hhtmFrom=resume_search_result	WayRay	2.0
Project manager	/resume/92520a0000076d90430039ed1f777953316c6f?hhtmFrom=resume_search_result	"ФКУ ""Аппарат Общественной палаты РФ"""	1.0
Junior QA engineer (intern)/Тестировщик ПО	/resume/633166950001f46f0b0039ed1f7643714b7537?hhtmFrom=resume_search_result	ООО БухКонсалт Плюс	1.0
Системный администратор	/resume/820751eb0002c6968f0039ed1f39665a6b5572?hhtmFrom=resume_search_result	НетКом-Р	1.0
Python Junior Developer	/resume/45d890280007eec9d40039ed1f655242486157?hhtmFrom=resume_search_result	Авито	1.0
